5000 3
17.532642 -2.777673 -3.383361
11.728152 2.267032 -10.428003
17.040136 -2.124189 -3.515287
7.951838 4.660948 -9.604070
12.680959 1.146220 1.914977
11.565357 1.316048 2.678923
11.481897 1.410995 0.880793
12.698482 -4.487850 2.635828
16.275541 -3.569253 -0.471187
13.051152 -4.402376 2.297640
11.148834 -1.655199 -3.827448
4.215298 6.201900 -6.277456
10.633634 -0.212568 2.627312
14.368537 5.601134 -2.747007
10.489682 9.418534 -8.251778
16.641756 3.254241 3.902485
7.524499 -1.888997 2.596378
7.963614 8.716616 -7.635100
13.942491 0.851409 0.459225
17.262480 6.034587 -6.147133
18.402866 5.274226 -3.235237
9.135962 5.560232 -1.613785
10.387780 1.528356 -0.524453
10.027681 3.621093 -7.179405
9.150829 -1.342873 -1.703715
17.009876 3.747364 -1.233879
14.333508 3.054254 -9.465753
16.663549 -1.446028 -3.369920
11.394725 2.610477 5.035650
9.256184 5.132456 -4.508525
14.530047 -2.140969 -2.698593
13.215966 9.208172 -7.167284
10.485473 3.219021 2.369166
12.165350 -2.763913 -5.089763
13.527731 6.738403 -9.245647
13.363972 -2.387672 2.056262
10.239447 -1.750077 2.461308
11.834538 -3.780531 -6.916575
14.190642 -4.989790 0.728533
4.977739 3.585602 -3.077285
11.753525 0.006880 1.544694
15.162664 7.523892 -8.274242
15.819047 0.512559 -3.164571
16.447531 -0.772201 -3.440711
18.456614 -1.983085 -4.476597
10.284739 8.848633 -3.261662
9.969127 2.287112 0.683349
6.648358 0.488989 -9.750192
12.497913 -2.256442 -4.246537
8.000224 4.479206 -1.476700
14.782296 8.338243 -8.729302
8.624086 4.387904 -5.750124
6.233848 8.389083 -4.411593
11.255576 2.864616 3.575291
11.772160 -2.421816 -6.006348
13.491661 -3.877600 -1.301580
12.331436 0.521996 3.731397
13.165166 -4.419702 2.074722
13.845835 4.966775 4.332874
15.873267 5.763919 -2.170707
5.664589 1.376899 -0.488445
9.474209 1.991856 2.276252
7.010254 0.382506 4.826707
10.713935 9.128426 -8.005071
6.412848 7.215488 -7.204901
16.365543 -2.136737 -2.807304
11.273320 5.958353 -8.124547
8.943331 3.607468 -8.275787
17.455326 6.649446 -1.990044
17.907808 7.702614 -1.587660
14.619681 8.450880 -8.863280
14.212693 3.059601 -9.556937
15.226789 5.416745 0.169749
10.698579 -2.346920 -6.444785
6.198544 7.632026 -0.204144
16.336823 4.915792 -2.558265
14.067088 7.181737 -2.776162
16.497541 -1.672011 -3.510840
9.193584 2.190135 2.466643
7.360473 3.027425 -1.322767
6.281291 8.415232 -4.359841
11.168077 3.563406 -6.396268
9.234680 4.430380 2.514468
10.001082 3.815361 5.284520
18.639746 5.429958 -5.503963
12.771886 2.046420 -5.563092
11.283368 -1.039806 1.525409
17.368509 -2.531544 -3.397079
6.240936 7.289497 -6.922634
8.627717 7.774404 -2.096383
14.595651 -4.776217 -3.758243
15.156742 5.099939 1.267185
14.697514 -0.757441 -2.632020
10.101304 5.860784 -5.847171
14.355168 -2.861465 4.630126
12.078845 6.516141 -5.669147
9.533431 6.109076 -3.120181
6.247335 5.176126 -8.042758
10.741996 1.423568 1.899645
17.045689 1.911437 -5.075789
12.843739 3.973626 1.837006
12.488314 1.259861 1.397402
8.742555 9.031362 -4.808337
7.471080 -2.534353 -1.481411
15.952623 5.453679 -2.204785
8.271543 -0.745371 -6.449558
16.838192 6.802654 1.059820
7.659734 -0.824381 -0.904687
14.164131 8.333184 1.662233
12.881861 6.195646 -1.580602
15.753417 0.726167 -2.897252
7.624890 2.133614 4.863705
4.030654 -0.021965 -2.227621
16.317934 3.570160 2.596954
8.936121 2.393399 -8.760365
10.252234 7.258039 -0.981250
14.085830 -4.364168 -6.291245
17.701988 -2.422509 -3.753572
11.385931 5.099328 -2.138427
18.625824 4.343409 1.705889
5.718753 -3.294649 -1.973235
15.387194 -5.687001 -2.080583
15.318796 -1.415837 3.113804
10.550409 4.210341 -0.712953
12.997108 3.155827 -0.363547
10.242480 1.324344 3.289079
15.164257 -3.898882 -2.044352
7.977921 5.676157 2.798760
10.415039 8.347860 3.138890
10.348425 -4.910510 -2.690471
7.523702 3.139780 -8.369004
8.235487 -0.700528 -2.228606
8.414229 -3.411861 -1.228228
8.916086 3.032876 -7.454928
11.503635 8.001276 -8.241521
9.401220 6.254294 -3.312774
16.701078 3.288735 0.853682
8.673794 8.187644 -3.039063
13.557257 5.981048 3.501146
5.632095 -0.162183 2.164242
14.212391 3.345582 -9.666810
10.960139 1.040488 -2.372124
4.419000 2.159759 -2.291258
11.234374 0.531175 -10.153893
4.872967 7.935641 -0.909326
5.713519 0.366810 -5.923114
11.701360 6.351130 -2.630396
10.815454 -3.006782 1.410666
17.060270 5.435909 -7.550149
18.017176 3.260412 -2.002306
5.007220 -0.877859 -4.821332
8.135258 5.629707 -0.124738
8.694503 7.926237 2.283104
17.794838 2.363575 -3.550296
14.834906 6.002424 -9.099596
9.429726 -3.003913 -6.811722
16.350883 3.900455 1.908022
9.664816 -0.427058 2.452125
8.674125 -2.806544 -0.049252
8.869179 6.167593 1.009590
18.064692 0.458524 -5.149741
13.450317 9.770470 -0.674436
6.633153 8.724751 -4.867141
14.096725 -0.010436 3.762076
7.757690 0.274783 -3.128884
14.558937 5.475508 -2.621559
7.476973 4.064487 -1.367999
13.616806 0.285408 -3.538348
11.880239 -2.389860 -6.050713
9.686599 10.333817 -6.044047
8.561282 5.183931 -8.861941
8.344242 -2.728811 2.186470
11.226837 10.509792 -4.187038
13.766874 1.478741 -0.489150
16.626440 0.634504 3.968976
7.707017 2.099255 5.085433
10.675774 0.157829 2.459209
18.438068 6.746833 -4.929948
13.403682 3.455569 4.776158
18.297188 0.181051 2.360298
7.050726 3.780160 -8.978659
11.797305 -0.628031 5.929824
4.919329 -0.805486 -7.531475
13.560336 -0.765237 -3.873878
19.201616 1.259099 -6.794081
15.011288 4.804951 1.335077
9.067060 4.828350 4.578963
9.103334 8.596766 -8.442476
17.798952 -0.639141 -1.049096
16.551542 -2.769495 -2.118594
10.772393 -4.542122 0.778252
6.858392 4.454127 -5.349617
11.633002 2.325894 -10.441226
9.414548 0.540094 1.861625
12.337255 7.964733 -6.632986
11.395839 8.073659 -1.300298
14.205740 -0.472068 1.730522
9.861030 -1.381796 2.762479
14.977388 -2.105039 -3.084069
16.046768 1.409294 -5.224488
6.690137 7.699528 2.580951
11.211352 7.745083 -6.055730
7.755192 6.665168 -2.850403
4.020897 3.852685 -1.173642
15.694253 8.522874 2.233275
15.748148 -0.224858 3.532923
10.705569 7.107640 1.430591
15.100430 3.374286 2.607766
7.079280 5.971428 0.765505
16.539267 1.142862 -4.980486
12.077148 2.200648 3.939076
7.769075 3.957849 2.051575
8.089270 2.330311 -4.438960
11.524071 0.381613 0.447470
3.634247 -0.505281 -0.010212
12.832554 -1.185619 1.159593
13.842081 1.528436 5.642349
12.319592 8.883467 -3.320759
11.067057 -0.724998 -9.422020
10.634963 -1.773033 5.247637
12.231719 7.474824 4.545263
14.875120 4.889887 3.066903
9.261859 4.288750 3.672520
9.046273 -1.667633 4.107195
16.678190 -1.219112 3.543947
3.752688 4.119936 -5.575137
14.393680 3.471380 5.782209
15.353658 -2.509526 -0.579585
14.606568 -1.809660 2.126818
7.667024 4.940657 -6.364341
5.312273 2.365859 3.998822
5.882110 -2.262092 1.663654
15.448432 6.980295 -3.623052
17.072411 7.379910 -4.366045
17.102571 1.723794 -5.569913
11.163114 3.729885 -2.828416
16.192020 4.513352 -2.091308
9.974457 6.741386 2.080723
18.198065 -1.669105 -2.891118
13.490143 4.764693 0.244400
10.681152 -5.512148 -4.886874
8.896195 4.184239 -9.944828
10.873164 7.093763 -1.474249
10.767805 0.085193 2.579682
13.526172 1.125227 1.972369
5.033012 2.231343 -5.807701
13.810494 5.522091 -5.474626
11.186310 7.936481 3.478408
10.822400 3.810183 -2.117563
18.737223 5.405643 -2.851448
9.383133 4.836787 0.287852
10.055760 0.495710 -1.318811
4.891040 3.684530 -2.784414
2.819064 0.913986 -3.925282
9.152319 2.473863 -1.719452
14.216802 -1.874680 -2.663529
7.213730 5.186282 -0.612294
16.471272 6.574859 2.854870
6.473162 -0.501791 -2.705222
12.827713 3.773306 6.019682
14.025055 0.041991 -1.214489
10.202384 -6.401843 -3.399923
16.592886 1.518191 -4.026205
12.456990 -2.658547 0.237637
11.383707 1.710675 -5.000760
13.983545 1.264418 5.289496
6.281284 3.802005 -7.323839
17.790720 -1.962146 -3.214819
17.568787 4.884046 -6.018663
9.884070 10.968701 -3.051991
16.215796 -2.108631 -3.411174
15.086578 -2.483557 -4.766179
11.465861 -1.199254 -7.102415
15.793674 2.105528 0.913349
12.371591 -0.377743 -3.024031
6.613765 4.973840 0.233225
6.630538 -2.275875 -2.271743
10.154159 3.904452 5.303445
14.483133 8.468961 -8.840132
11.802114 -0.374634 1.353942
14.260139 7.898758 0.543729
13.611441 4.168052 0.433432
9.718988 -1.416166 -4.482023
11.734299 0.110998 4.603098
15.788322 0.202938 -1.529621
15.170558 0.779185 -5.053088
10.439118 0.799497 -11.530749
14.289229 1.920408 2.469181
4.958067 -2.335135 -1.902889
3.469635 -0.723998 -0.080554
14.192118 3.453216 -0.606321
15.571233 4.019703 -3.216244
10.998178 8.403253 -8.218771
14.043008 -0.887614 -10.289637
10.360606 -4.659755 -3.165924
16.664511 1.267143 -5.164209
11.682405 -4.259990 1.022856
13.005800 2.356625 -3.954052
8.647740 6.732059 1.429871
17.945227 4.909145 -5.736195
8.690934 5.835447 -4.174032
6.990225 -2.252020 -3.086440
15.203561 -0.997567 2.445134
16.539415 1.436844 -4.257483
9.078520 -0.230088 -5.751512
16.567179 1.185302 -5.030792
7.835593 1.315699 -3.485844
13.080236 5.059833 2.524290
10.237134 2.699277 -7.777613
16.223713 1.801072 -4.126384
9.312196 0.571243 -11.665174
9.533102 -1.813517 -10.250709
16.694342 2.774358 3.271522
12.550838 1.711430 -7.594342
4.057714 6.399406 -0.438005
6.549879 1.040846 1.419281
12.814081 -0.353460 -5.896771
16.533255 3.660821 -0.280263
16.229109 0.779720 -5.280882
11.044241 8.917938 -3.985697
7.464586 2.810900 -1.082868
11.031060 -6.675445 -0.759585
16.547899 -1.832739 -7.791308
11.323771 2.157975 -8.491992
15.852258 -3.762659 -6.478253
16.671677 6.447054 -0.697953
14.121934 -0.014995 -3.380770
6.997874 0.309785 -6.387001
4.744738 1.081617 -4.559962
16.460461 -0.816001 0.098184
7.963170 1.595587 4.693947
4.273597 7.041275 -2.748801
8.609638 9.290957 -3.591766
11.734365 1.144239 -1.384543
18.000782 6.738619 -2.868263
10.518462 5.662862 4.211938
15.117394 4.426332 3.082818
7.867007 7.576283 -6.394929
3.419730 4.275304 -2.849394
5.051197 -2.713185 -1.207863
7.201720 6.104509 0.882700
10.139780 -2.274211 -5.516962
4.390410 -0.832311 -3.699251
7.844771 5.832692 -8.902282
15.005533 -0.389034 0.978217
10.835316 5.699485 3.137070
7.044081 1.966613 -5.519391
10.817455 1.495180 -11.206206
9.219709 -1.968997 -6.148266
13.779574 1.215568 1.026703
10.216331 8.702114 -8.614457
9.515026 -2.615985 3.066117
7.810868 -1.476325 -4.345355
15.093406 -3.267966 -3.434430
7.047983 3.504765 2.910565
17.842869 5.983857 -5.257112
15.260210 -3.731557 -1.146439
13.196703 2.196657 -3.869926
14.111751 -5.199452 1.093549
12.457026 8.228127 -6.809613
12.699145 3.626123 6.060241
8.875060 -0.631293 -2.588681
14.895663 7.801206 2.017185
17.777037 1.649864 -1.186032
7.203500 6.338446 -7.285338
11.954200 -6.095090 -2.669371
16.647751 1.048737 -4.401909
8.374355 9.250398 0.297618
19.581215 -1.514516 -1.518583
10.168336 8.234694 2.998610
12.324381 2.955198 0.964345
9.327525 9.142854 -1.766667
8.116375 6.048489 -6.458983
13.765319 -4.332253 -4.529224
6.956250 7.634858 -2.787769
13.043594 1.845741 -0.586787
10.882046 9.271105 -7.888653
7.129262 -2.495405 0.989138
9.437240 2.190351 2.267008
7.644744 9.592143 -3.413780
4.465639 2.885847 2.908304
11.738362 1.071578 -6.369061
6.683501 1.974045 3.403054
16.675726 -4.568954 -2.256896
7.906638 1.906126 -4.857649
11.220345 -2.816628 4.322430
8.241020 1.265791 2.549813
9.258298 2.371662 5.186527
15.859817 2.075481 -1.135224
9.733319 0.731736 -3.032138
18.413857 5.691316 -5.549752
11.406811 7.673196 -8.473219
9.288684 9.574897 -6.459865
2.932651 0.990678 -3.715985
9.004840 -0.128487 -3.863895
13.152907 -0.762343 0.990304
4.158724 7.087990 0.343531
9.259023 1.191543 -1.829493
7.279092 -5.043554 -0.977037
9.533841 5.901157 -8.311584
8.743307 3.705671 -3.245831
10.376445 7.652462 4.394595
12.774861 5.398015 -10.257396
17.087074 3.154194 -2.298528
11.841951 -3.586302 -4.199918
13.944307 2.390616 2.891661
11.659510 4.860391 -9.447028
10.620829 9.463638 -8.315083
13.657936 4.271623 3.742594
13.795703 6.081361 -6.865726
8.433950 8.765347 -3.056085
11.874182 3.960335 -3.953033
8.452844 6.813484 -0.981274
12.963554 6.948214 -0.509269
9.576182 0.430288 -7.762612
16.971066 5.336073 3.670257
9.830160 8.966205 -7.131366
4.326680 1.852482 -2.392780
7.332406 4.517104 4.120041
13.768770 1.715788 -0.391421
15.837749 6.546801 -7.846175
16.144840 4.598420 -1.572374
10.797676 10.449574 0.712738
15.248280 -2.324679 -1.896196
12.715271 8.042543 2.170994
13.028079 -0.295488 -7.538030
11.462059 8.463297 -7.826104
13.129113 5.614922 5.015495
12.542338 4.241873 -2.978038
6.873801 -1.891980 -0.536217
10.411249 9.021447 -1.661126
14.926194 1.039265 -3.901938
14.828117 3.760106 -6.073843
9.633732 -1.795615 0.861271
10.674593 9.373172 -8.218993
18.679802 1.665698 -7.193300
9.854310 1.429436 2.481452
6.581038 4.901255 0.252043
6.187513 3.184000 -3.096840
8.162566 1.101195 -5.640116
14.065699 2.034030 0.215857
9.882640 7.505795 -2.356153
10.478742 1.687510 -0.425178
8.765367 0.053805 -0.885554
13.712402 5.044746 -8.782182
4.461972 -0.302682 -3.462580
4.249471 3.006486 -1.681857
12.097958 7.088145 -8.512052
16.583462 3.559597 1.395962
13.086723 5.764163 5.029064
15.603031 2.036500 -4.087324
13.911972 7.238340 -1.428747
11.984406 2.065030 0.573042
16.108913 8.792731 -1.891535
12.828400 10.575042 -2.308883
12.479919 8.292994 -6.887416
11.683335 3.953848 -8.510660
9.415614 6.237154 -8.014177
8.572797 2.995565 -2.666577
12.530521 0.289037 -8.838247
7.497984 7.142911 -7.614610
11.145947 2.566130 -3.425785
17.598829 4.665098 -2.680834
11.242851 -5.511446 -2.533955
14.097784 5.886909 -10.582491
11.132733 2.145248 -3.914335
11.835754 6.328424 -2.543472
12.261576 -2.719831 -5.219852
5.206227 2.964549 -4.284171
12.630026 1.129359 -1.949399
10.400190 1.535379 -9.174328
10.908585 -3.378752 -5.497720
15.021791 2.681280 0.092709
13.402408 -4.030476 -1.464898
15.371997 3.064989 2.293139
8.511188 3.091933 -1.257361
14.731443 0.841780 5.830439
7.258208 -4.047076 -3.000971
8.130352 2.014111 -9.873101
14.811847 3.226989 3.351488
14.683529 8.513160 -8.840632
8.384278 3.303625 -10.812406
10.816539 0.321649 -3.331937
15.207524 -3.991859 -2.107913
13.883151 4.468188 0.892032
12.928892 0.155047 2.948704
16.719687 -2.849966 -6.511830
6.815709 2.365768 -0.361835
10.586760 2.047260 -5.142621
12.864193 2.294953 -8.716448
12.829953 6.185582 -8.577475
14.458678 -3.230506 -6.427942
7.241072 0.453446 -5.142888
9.789935 6.171538 -5.674056
10.637108 1.231940 4.279401
7.124229 0.360655 -6.727789
6.440350 8.668587 -4.538942
10.078902 10.815412 -2.172131
14.515325 -2.545338 -9.671211
11.626709 4.895704 -2.893934
14.232451 6.027829 0.542374
11.886091 4.740946 -1.495392
6.595001 -0.589329 -2.469904
13.573247 6.678025 3.288687
14.010578 7.188815 -8.210246
11.575304 0.499232 -9.925379
15.556948 -5.322761 -0.014987
4.192973 -0.334146 -5.910125
6.408558 -0.241624 -2.777142
11.537038 -0.802648 -0.357958
10.580328 9.243410 -8.113626
4.465650 5.350582 -7.683571
10.404239 7.185498 -1.237760
9.134445 -1.198857 -1.825510
7.848174 0.554835 3.198692
16.937935 3.704954 -0.739072
8.399736 -1.294233 -1.948654
16.000109 -2.578302 -8.085792
11.893099 3.573868 -10.914439
5.049394 -2.901881 -0.830917
13.859542 1.351626 -1.449224
11.430388 6.680829 5.436540
9.006780 6.876429 -6.080648
4.269617 2.383920 -5.771572
9.139277 5.151952 -5.687705
7.072482 -0.039772 0.579325
8.955628 1.868218 3.695794
8.017712 -3.819563 -0.739763
10.435740 7.728200 -6.119938
14.199857 -2.815486 4.663743
11.484012 6.598657 1.343209
16.584450 6.586304 -5.290566
12.815415 1.835354 -10.410604
8.522298 7.543375 2.504510
11.609804 -1.858951 0.809517
16.903316 4.714751 3.609302
13.708523 0.002432 1.655116
6.310024 6.708560 2.026601
10.764241 -0.605730 -9.186928
9.285191 3.985879 -6.287098
9.916778 -1.427598 0.038032
17.584738 5.324940 -0.596160
7.496240 9.423521 -3.292237
9.950817 6.583635 -6.947171
15.985524 -2.069876 -3.458542
10.539127 8.638949 -7.030796
5.174806 -2.334906 -6.336421
6.939120 -3.780304 -4.938797
12.627628 -4.020307 -5.155766
12.093508 7.995210 2.357020
8.938725 2.067564 -4.638335
16.557087 -1.082970 -3.194104
9.930638 3.699207 5.325506
8.422358 4.098498 -9.357912
9.084886 2.431856 -7.029711
17.793699 7.753612 -1.636606
10.991376 0.431660 -10.198246
8.259122 -0.815948 -5.175134
15.721744 -3.921490 -6.442182
14.287868 3.838409 -8.418303
5.215044 0.542891 0.840360
12.234290 2.211550 -9.729814
9.713137 6.565768 4.519516
13.004812 -0.185969 5.892532
10.281152 4.501493 -2.590722
4.998535 -2.481680 2.189353
9.919494 0.426317 6.186298
12.676642 2.193253 -5.465777
14.209231 5.970656 -10.466839
11.994994 -5.741949 0.891389
6.588570 6.443338 -7.820363
13.704370 -3.158686 2.385498
13.090996 -1.224930 -9.074842
17.133608 2.343407 -5.971585
4.057687 5.469219 1.435883
6.174386 7.383223 -6.783979
15.211171 -0.087642 2.723055
9.731922 -3.573279 -4.615536
7.600821 -2.583515 -8.948771
16.290565 5.321740 -8.877065
9.403798 -4.690285 -5.612786
13.064306 0.656693 -4.155463
13.983464 -3.215856 -9.184402
16.410194 -2.384910 -8.274215
11.082985 4.487844 4.793787
12.177232 4.835219 -0.843122
12.564886 1.841750 -7.682152
13.897424 3.820714 -1.029343
18.141438 -1.267931 -5.412977
7.204874 1.173149 -1.617067
11.661412 -0.564824 -0.234977
17.727129 0.447077 0.195812
8.490065 -3.052118 2.263690
8.502192 6.049695 -4.253098
10.593821 8.908895 -8.290135
15.139959 6.422552 -9.049519
11.870198 2.144697 0.543502
7.683462 8.608757 1.792598
6.692218 3.203288 -2.935682
16.025204 -1.805921 -5.546633
13.447348 7.049953 -8.919782
10.974990 -2.563834 -7.968655
17.819868 -3.164879 -0.574917
9.518083 -2.701422 3.065863
8.619081 1.679459 0.326735
8.593894 1.754607 -7.553632
6.681595 3.395694 -4.948140
9.617446 3.810415 -9.176247
5.941105 -0.192414 -4.177191
10.840505 -3.362947 -1.919631
15.968591 -0.541570 3.648935
9.136904 -2.613885 -4.047832
5.740383 5.841940 -6.210166
14.362209 -2.870922 4.618414
17.958923 2.144162 -1.302065
7.445427 5.515594 3.071833
8.540688 5.977805 4.411713
13.290088 2.969416 -8.851583
14.049217 -5.192762 1.151885
11.749403 2.745354 -8.516138
13.354283 4.090269 -1.218197
11.836604 3.918112 -6.819654
13.485709 2.330605 -11.410228
9.825356 -3.556942 -2.866581
11.052402 4.114386 4.077757
8.216453 -3.495500 -0.459869
6.217937 4.753299 -5.980462
11.046165 6.584210 -5.092923
17.811972 3.077874 -4.229766
12.295743 2.928410 3.640974
9.245745 -2.124850 -6.073860
4.692122 2.726790 -3.301530
10.406371 -1.722493 2.225221
12.162348 1.770003 5.232965
9.313254 3.312449 -2.282479
14.315701 -2.327412 -4.077577
15.023342 1.282237 3.785424
17.837421 -0.371019 2.151928
8.021378 6.960642 -2.679563
13.059918 6.081739 -1.638660
13.958967 1.215491 -10.447663
16.946978 -3.786425 -3.181163
14.463910 8.147967 -5.215325
6.181240 1.987846 -1.508741
13.282064 8.582414 -2.461460
